Index,comments
1118,@J A B no you don’t get it woman don’t compete at the same level as men so women playing with men won’t have as much success and men playing with woman will dominate
1119,@J A B lol just curious but what sports are you implying woman are better in? Bc I don't see any at a professional lvl anywhere
1120,"@Embrace Masculinity Has nothing to do w/ ""living in a bubble"".."
1121,@Embrace Masculinity It works both ways no? If a woman transitioned could they not do male sports or is tht not a thing?? Honestly asking.
1122,@J A B Are you unaware that men can now pretend to be women? Or do you live in a bubble?
1123,Bro wtfrick??
1124,"Hell yeah. They want equality, we’ll give them equality"
1125,Just a reminder to turn off this propaganda and ditch Nike. Stay based and red pilled folks. Never stop questioning.
1126,@Scorpius Jones So what exactly did this have to do with trump. Still living rent free in y’all’s heads I see
1127,@Scorpius Jones <- ignorance at its finest
1128,Based Pepe.
1129,Trump lost lol. The red pills are so lost its hilarious 
1130,"@Lol Lol Ikr, can’t believe there are so many racists in the world!!!"
1131,Delete this antisemitic comment at once!
1132,Don't question that's antisemitic. Consume.
1133,Make sure you pay close attention to all this racism in the world and certainly don’t focus on the people in control!
1134,I want to see a black woman quarterback in the NFL. That will be entertaining.
1135,“Honey you can’t pile drive me like that nuhuh”Fr tho she would die
1136,"Real talk though Colin only kneeled when he got benched Colin didn’t kneel the first time,  he actually sat on the bench He signed with Nike who is notorious for slavery"
1137,@Godwin Ejacha Do you need an ambulance for those hurt feelings cupcake?
1138,Colin is a means to an end.
1139,Stop hating dusty crab.
1140,@Mr. Nyce Guy to be fair this commercial itself is quite ignorant
1141,@lushin burl Kap is made all of his money off of being a social justice celebrity! Dudes a joke
1142,He also kneeled while obama was President. 3 yrs before Trump won.
1143,@Mr. Nyce Guy what do you mean? You people?
1144,@Dementia Joe smokes Newports what do you mean? You people?..
1145,@Mr. Nyce Guy watch it now mr. racist guy
1146,I can’t argue
1147,@Mr. Nyce Guy Patriotism isn't rocket science. It's a love of country. Clearly you don't. But next time try to stay away from the non-sequiturs okay? People might think you're not too bright.
1148,@Mr. Nyce Guy What is this imaginary “establishment” you people keep talking about?
1149,@Mr. Nyce Guy Nobody is scared of people who kneel. That just confirms submission. Remedial-level symbology.
1150,He kneeled as a sign of submission because thats what kneeling is
1151,Right on
1152,Preach!!!
1153,"You don’t pay real, you just hop on the trend real"
1154,@Ms. Harris not to be rude but that was a disgusting comeback
1155,@Ms. Harris “it makes our teeth white” that’s cool I guess that you are into that
1156,"Big mad and big jealous. Keep right on hating itch, it makes our teeth white."
1157,I need to know who is responsible for this.... I have a warm hug waiting for them.This is the representation we’ve asked for. Don’t stop here... Pay these women what they deserve.
1158,This says a lot about our society
1159,And what does it say?
1160,And yet we live it one
1161,The same people who beg for protection every five minutes is also being pandered to by every Fortune 500 company in America.Something isn’t making sense here.
1162,@J. O. nice job putting words in people’s mouths. Typical SJW tactic
1163,Am I mistaken or is the base of your comment that Black Women don't deserve to be protected?
1164,@Mr. Nyce Guy facts but they'll learn the hard way in the end
1165,@Greg A Don't bring that Kool Aid to a grown man's party.
1166,Please explain to me more how the people who own those Fortune 500 companies are the ones facing “real” oppression.
1167,"Greg A they're still at it, Antifa/BLM has been marching on live TV the last 12 months. The ""neo Nazis"" are still at it as is..."
1168,Could be cops murdering unarmed people in the streets. Or the Neo Nazis who marched on live TV a few years back
1169,I stopped buying this brand a while back.  Always nice to have affirmation of the right choice.
1170,You know what the saddest part is the reason companies make commercials like this is because they know that there are people who are going to fall for it.
1171,The comment section has restored my faith in humanity
1172,More like incel comments
1173,Yess people with common sense
1174,It's like Coke telling people to be less white....a company founded by a Confederate soldier.
1175,underrated comment
1176,@Igotwect yes bro
1177,People are waking up to the woke
1178,Based comment section 
1179,Imagine needing every corporation to shill that you’re special
1180,@fog doctors when black women give birth
1181,@via shaw lol.... if we gonna play that game let’s talk about the average amount of white people dying per day.
1182,"@J A B blm is responsible for over 20 deaths during the george floyd riots, and that includes unarmed blacks"
1183,"@Sleepy yeah and 75% of immigrants vote democrat. The only reason states turn blue is because blacks, Asians and hispanics flood cities like Chicago and Miami, and then voting districts are gerrymandered to help democrats."
1184,"@dev george floyd, rayshard brooks, michael brown, mlk jr., and all the other alliterations had criminal records and were committing crimes when they got quickscoped by police. You smug stoggaf say that educated people are leftist, but you always leave out those facts."
1185,@puwa. Exactly.
1186,@Fallen Ghost And what about all the strong Black leaders in History tht practiced peaceful protests & yet were still unjustly murdered? Mlk ring a bell? So many yrs of trying to do things the right way & still such little change..
1187,"@Fallen Ghost Umm no that's where you're wrong.. So bc tht also happened you're going to just overlook those who peacefully protested, who were actually fighting to make a difference? No they shouldn't go unnoticed, but ppl are so quick to focus on the negative nowadays tht they forget the positive. Also as some already stated some ppl used tht as an opportunity to loot. However some who did the burning were INDEED BLM members, but ppl all grieve and express anger differently am I justifying what they did no, but to be suppressed & pushed against for yrs n after all this time to be right back @ what seems to be square 1... Tht was the straw tht broke the camel's back for some. Enough had been enough.."
1188,"@cyberbutterfly K, but who's doing the killing?"
1189,"@dev Okay, and when black people have a different view on this, what do you call it?"
1190,"@Fallen Ghost yea i dont believe the people who did that were ""Blm"" they couldve been people using blm as an excuse to commit crimes"
1191,@dev white privilege doesn't exist and yeah good job naming 4 examples the evil media chose to highlight. You are ignorant to how many people die each day. I bet you think all this c o v stuff is real and I'm sure you wear a muzzle too.
1192,@dev who's getting murdered for that? Site your sources 
1193,@via shaw white people are killed and over 2x the rate. Sit down with your victim mentality.
1194,"@J A B burning down innocent people’s businesses, including black owned businesses, attacking and beating people over a political difference, causing domestic terrorism yet have the audacity to call it peaceful?? BLm is a Marxist domestic terrorist organization that pretends to only care about lifelong criminals because of a skin color."
1195,"@dev Had overdosed on heroin, but he also had a criminal record over his lifetime. Doesn't mean he deserves to die, but his lifestyle choice led to his untimely death.  Also, those police that use such force are almost always from Democratic cities and states. Think about that for a little bit."
1196,"@Fallen Ghost Don't try to take a positive movement and it turn into another sick, twisted narrative!"
1197,"@matthew price more white people are dying because there are more white people here in the U.S. Black folks are dying at a higher rate. We SHOULD be focused on fixing the problem, not fighting with each other."
1198,"@via shaw being murdered by your own yes. But you don’t care about that do you?? Only when it’s a white cop regardless of it was justified or not. BLM= Burn, Loot, Murder"
1199,"@dev Minority? Give me a break, white men only make up 4% of the world's population. They are the minority, not you. Get over yourself."
1200,"@bo gard hey, don't treat black women like a monolith. That's what the SJWs want."
1201,"@Heaven Goebel because No Name stating the obvious is ""racism"" according to you lefty crazies."
1202,@via shaw your not stfu.
1203,wow the racism really jumped out with this comment  no shame whatsoever
1204,@via shaw citation needed.
1205,"@dev Yeah, lots of racists marry people of a different race...good call."
1206,"@via shaw yeah, by other black people and planned parenthood."
1207,"@agrendae it’s not about being equally, because no other race/gender combination has nationally coordinated advertising campaigns, educational courses, and media packages dedicated to telling them just how wonderful you are. When’s the last “White Men are Amazing!” campaign you’ve seen from Disney+?"
1208,"@dev You've obviously never had to take into custody someone that was 6'6 230lbs w/ lethal dose(s) of m3th in his system. The cop who did it, his wife was of Asian descent...cry racism more."
1209,@Galaxy so are the majority of ppl in poor areas in Republican states yet they don't get killed?
1210,Based
1211,@matthew price because y'all actually attack and kill cops
1212,@matthew price black women are killed at a higher rate then any other women
1213,@via shaw you mean blacks? Yes by other blacks.
1214,"@dev you aren’t either, so shut up and quit the fake victimhood"
1215,"@PraiseTheAlmightyGod What we NEED is 4 ppl like you to be out of our judicial system, police forces, etc... until you finally open your eyes to the REAL issues n not the biased picture you wanna paint or narratives you wanna hear.. The only thing tht ppl NEED is equality which seems more like never as time goes on !"
1216,@PraiseTheAlmightyGod Bro why do you keep replying to my comments yet you said not to reply to yoooouu???!
1217,"@matthew price have you not payed attention at all in the last year to George Floyd, Brayla Stones, etc.? It’s pretty obvious  if you don’t get it your white privilege is clearly getting the best of you"
1218,It’s not about being “special”. It’s about being respected as equal.
1219,"@dev you’re not getting killed bc of any of those fam ,name one person who got killed bc of any of those."
1220,@matthew price are y’all getting murdered because of your skin color/gender/sexuality? I don’t think so
1221,@via shaw who is we? White people are dying at a higher rate than everyone else bc we make up most of America 
1222,Not you ignoring the fact that we are constantly being murdered
1223,"@J A B Yes, needing."
1224,"Just play, don’t get played. don’t care which color you be, be nice and kind & teach your children well"
1225,That crystal dunn goal was awesome 
1226,Woah! Great video Nike! I want to know more about how you make such great products! You must be a great company to work for!Perhaps I can tour a manufacturing facility? I'm sure your employees will also sing your praises!
1227,https//youtu.be/aMX5FEjJ1SM
1228,"@UnknownFor Whaaaat? How could such a progressive company exploit people like that, while simultaneously calling for social equity?! "
1229,"Yeah. They will. Its not like they're underpaid children making shoes for $1.25 an hour...(or per shoe, depends on what Chinese sweatshop they are working in...)"
1230,How real are they going to be able to play when men are absolutely dominating every woman sport they compete in? Also pay those Chinese indentured servants in your Nike factories a living wage.
1231,"But.. men don't compete in women's sports. Well, of course, trans men compete in women's sports, cause people make zero sense."
1232,@Godwin Ejacha Stop spamming
1233,"@cursorguy ""Retirement"" good luck with that. Retirement is puttering around your tiny home or assisted living facility on a few hundred dollars a month completely zonked on pain meds and dementia while Indian guys on the phone and sweepstakes companies scam you out of what little money you have left"
1234,@Interdimensional Fox lol ok I guess you never heard of retirement?
1235,Indentured servants got the property and money outright after 7 years of labor. I want to be one. America makes you work until you die.
1236,Preach!
1237,I REALLY like this commercial. 
1238,The type of content I want to see! Let's play real Nike!!!
1239,Victimhood is a powerful aphrodisiac.
1240,"Exactly.  ""People of color"" say all white people are racist the day they are born and we should feel guilty about our skin collor. Then they say black people cant be racist.  to defend themselves.  Joe biden is about to sign orders to pay blacks reparations from only the white americans pocket."
1241,That's one of the most blatantly racist things I've seen in a while.WOKEISBROKE!
1242,"“It’s okay consumer, we are not just a soulless, malicious brand, look at how progressive we’re being!”"
1243,"Nike, i love that you’re all about empowering marginalized communities! How about you start by paying your Chinese sweatshop workers more than 1.00 USD a day! Your products take advantage of impoverished countries and their citizens in order to get cheap labor with no unionization. Your pseudo-virtue signaling is shallow and further explains why people are moving away from your products."
1244,"At the prices they charge for mire  stitched cloth and leather, do you think they would be able to afford to pay them more than a dollar a day."
1245,Isn’t the league dominated by black Women or am I missing the point?
1246,@Greg A Jesse Smolett should be their spokesperson.   Fit right in !!
1247,@Greg A it’s really nothing more than anti-logic
1248,"I think they meant socially. It’s Anti-racism, anti-misogynist"
1249,Level the playing field give someone something for free. 
1250,Give a black womxn your laptop. Nike said that would help!
1251,"""Just do it"" is a Chinese sweat shop slogan too"
1252,"@Michael Munoz Okay, that really didn’t have much to do with what I said."
1253,@KidKashi i dont buy Nike's. End to your story
1254,@Michael Munoz yes it is but if you are going to do all that then you can’t be out here criticizing Nike. Buy whatever you want but you can’t be buying these things and then complain about a company using the same labor that got you those items.
1255,@KidKashi you said in a earlier comment that im no better for supporting the industry.. When i buy shoes for a child who has no shoes is that immoral? When the homeless ask me for food i will give it to him. When some who doesn't have a coat and is cold outside wouldn't you give it to them? Do you think the ppl who have not ask where it is made? Who picked the food? Or why wasn't this made in America? Im good at only a few things but i will give my time and talents for free knowing that I store treasure in heaven. Not because i want treasure but because there is a God and He can change immorality to moral. Sickness to health.
1256,@Michael Munoz is that a quote or a metaphor for something?
1257,"@KidKashi i believe if someone has no shoes, give them a pair. If someone ask for food, give them food. If someone needs a coat, give them a coat. I challenge you to do the same.  You'll never know.. you might be entertaining angels."
1258,@Michael Munoz yeah I hate when YT does that
1259,@KidKashi my real thoughts of nike utube erased three times. Im surprised that went threw. Lol
1260,"@Michael Munoz yep, so your supporting those industries, so don’t act like you’re helping by making fun of Nike when you aren’t doing any better."
1261,@KidKashi if i had two cups connected with string in the middle.. It still would be made in another country
1262,@KidKashi How do yoh kniw hes using an Ipod? Could be using one plus or something similar
1263,Your device that you typed this on was made in the exact same way
1264,@No Name3 thats how my own family talks and my wife is black
1265,Average hating Hispancs
1266,Damn. I feel like an asshole laughing at your comment lol.
1267,Just do it or get disappeared 
1268,Wow. Look at all that diversity.
1269,Great commercial 
1270,Maybe people will watch the WNBA when men play in it.
1271,They're already playing now. Wait... You mean to tell me those were women the whole time????
1272,"I'm throwing away my Nike T-shirt now. Thanks, guys!"
1273,Support a level playing field for black woman in sports by allowing men to compete in women’s sports.
1274,Most people are rarely recognized for the hard work they put in. Victory!
1275,I Love it! 
1276,Nike we support human right Meanwhile kids in poor countries
1277,"@Godwin Ejacha I agree with you.But they do these types of ads only to make them self’s look like a good company,but in reality they really don’t care about human right but just profit."
1278,@Godwin Ejacha Nike abuses poor kids in Work factories...
1279,“Get woke go broke”-anybody with an iq over 10
1280,Which is unfortunately only a minority of the population considering how they managed to get a geriatric patient in power.
1281,"It's easy to tell when someone directing a commercial like this says ""Just fill it with black people, not very many white people, that'll make us look good"" You're not doing it to recognize black athletes, you're doing it to win brownie points... No pun intended."
1282,How about stop making money off of child slavery?
1283,@Godwin Ejacha They must not teach logic in Cameroon
1284,"@Godwin Ejacha And your recycled point is? I am not the one who is virtue signalling, do you comprehend the difference? Like if you say meat is murder, then eat meat, you're a hypocrite. If you don't say that and eat meat, you're not a hypocrite"
1285,What do you mean child slavery ??????? I’m confused
1286,@Anna meow How? I’m just pointing out the hypocrisies.
1287,"@natashka1982 you literally said, “only an idiot would by a 80$ hoodie made by child labor”. Either way you still support those industries so you are virtue signaling as well."
1288,"@KidKashi I'm not chastising others for buying Nike, I'm chastising Nike for virtue signalling"
1289,@natashka1982 but you’re literally out here complaining that Nike uses that type of labor saying you don’t but Nike when you’re no better than Nike because of the multiple items that you own that come from China. Don’t clown others for buying Nike when I’m sure you have devices that come from the same place.
1290,@KidKashi Again... I'm not preaching about equality like Nike does.
1291,"@natashka1982 Half the stuff you buy daily is from China, so don’t blame Nike when you yourself is supporting the slave labor."
1292,@Mikey MGTOW well I’m 99.9% sure something you own has.
1293,@Scorpius Jones I'm not the one virtue signalling about fairness and equality the way Nike does.
1294,"You use a smart phone, right?"
1295,"@Christy Louis You're assuming that everyone wears shitty sportswear. I have a Nike hoodie that I bought at Goodwill, so zero of my money goes to Chinese sweatshops. Only an idiot would spend $80 on a shirt made by children in slave camps."
1296,But you’re still gonna wear Nike tho 
1297,"@Hama Brewer ohh okay I see. Are a large amount of ppl just now finding out about this? Bc this has gone on for the longest, so I’m surprised this is my first time seeing one of their ads spammed like this."
1298,Was the device to you typed this on not made in the same place? In the exact same way?
1299,@Suryi Stewart because Nike acting like a moral advocate by making this video absolutely disgraced human rights and all morality by operating the sweatshops. It’s hypocritical.
1300,"I’m not trying to discredit anything, but what does that have to do with this video? And why was this video such a trigger for that response? That could’ve been put to better use elsewhere, like an actual campaign for the cause."
1301,@Commie clowns bruhhhh
1302,@ItzMari straight fax
1303,@Cooper Young fax
1304,They only care when it’s bout them
1305,Because slavery is only bad if it's done to black female American athletes.
1306,Reading the comments give me back my faith in humanity!!!...thank you everyone!!!
1307,One of the best commercial i ever seeen in my 30 years of living
1308,@Big Balls whose pitying black people what are you talking about
1309,@chukieri ! Because Nike is synonymous with China who are currently operating concentration camps and committing human rights abuses as we speak.So F Nike and their products which are made by slaves and children.
1310,@chukieri ! why not tf?
1311,why?
1312,"Make it level add trans men in it, that will make it level!"
1313,@Godwin Ejacha They’ll care once they start losing their customers
1314,@Chill Okapi exactly this is insane!
1315,Once fringe D 1 men start identifying as women.... that’ll be it for “woman’s” basketball
1316,Enough already we the people are tired of this!!!!
1317,@ryan k they are finally waking
1318,Love this commercial.... Thank you Nike
1319,The playing field was always even. Some groups of people just trained harder than others.
1320,We are a Nike Fam FOR SURE!!!!
1321,Enough said!
1322,I'M BEING OPPRESSED billion dollar companies give you all the attention and support you want
1323,@cyberbutterfly can’t win an argument? Just jump to “suPremaCist”
1324,"@cyberbutterfly *You're a troll.Please stop putting literally into sentences when it doesn't belong there grammatically. As for your use of the word &quot;your&quot;, you used the incorrect spelling variation of it's accurate counterpart &quot;you're&quot;, as in &quot;You're a big idiot.&quot; or &quot;You're a low life stereotypical twitter user who has to get mad over anything because you haven't learned to mature despite your age reflecting the opposite, as if you're in a constant state of regression.&quot; Please refrain from any conversation until you have learned to correctly string a sentence together you dimwitted nincompoop."
1325,@Lockstep Chris your literally a troll
1326,@Lockstep Chris OK supremacist
1327,"@J A B In this modern day and age, anyone can be anything as oppression is thrown around every sentence made by any individual. Are you assuming that I am not a woman or black? I am gender liquid. When frozen I am a male, but melted I am a female. As for black, my great, great, great, great, great, great ancestor was a form of black. I took a DNA test and found that I am 0.05% black. So I have the right to say what I can."
1328,"@cyberbutterfly I couldn't help but notice how poor your grammar is. I can tell that you got so mad that you spelled ""your"" wrong in the context of the sentence you are using it it. The correct way to use it is ""you're"", as in ""you are."""
1329,@Tora Chan The comment is literally about blk ppl she has every right to be concerned by it..
1330,@cyberbutterfly mad about what? The only thing I'm mad about is the fact the adult swim app won't let me view sealab 2021 for free unless I connect a cable plan to it.
1331,"@cyberbutterfly you’re the mad one, coming to a comment that doesn’t concern you"
1332,Sounds like your mad asf
1333,Looks like people are finally waking up to corporate wokeness.
1334,https//youtu.be/8VQrJ7KriAQ
1335,Yes you do play like real wamen. Congrats .
1336,"&quot;My finger is broken, I don't think I can finish my quota of making 500 pairs of shoes today.&quot;(Boss looks up, smiles and says)&quot;Just do it.&quot;"
1337,wowwwww so inspiring...
1338,Based on what I just saw seems like most of the world is on your side.
1339,Is the field not level? Virtue signaling at its finest.
1340,So lack of diversity is good so long as it benefits a certain group.
1341,@TETRA as he should
1342,"Exactly.  ""People of color"" say all white people are racist the day they are born and we should feel guilty about our skin collor. Then they say black people cant be racist.  to defend themselves.  Joe biden is about to sign orders to pay blacks reparations from only the white americans pocket."
1343,Your products are made in literal sweatshops
1344,Minnie Riperton- “Les Fleurs” is the song
1345,"@Lars Frederiksen I appreciate the gratitude lol. Not that you need to hear the story, but, It was driving me nuts that I knew this song but didn’t know the title but knew I’d heard it somewhere. I scrolled through all these comments and couldn’t find anything, just a bunch of race based comments.Not that you need to know the story, but, long story short I finally found this app (Google assistant) where you hum the song. You say, “Hey Google” what’s this song. Then I hummed the melody and it showed up. From there, I read the comments of this song and found out where I’d heard it. It’s played at the end/outro of the movie “Us.”Then the last thing I did was post the title of the song because I’d be a dick if I didn’t help someone not drive themselves insane trying to find this song."
1346,Thank you for your service. Had to look through a lot of unhappy comments to find this haha
1347,So all men play fake? That's why you have to have your own league. It just facts.
1348,NIKE is so good I recommend it
1349,I respekt wahmens. Please give me attention because I respekt all wahmens so much.
1350,@TehUltimateSnake oops I must have-[redacted]
1351,@UnknownFor Nike You’re not supposed to mention that
1352,umm sir do you respect genocidal maniacs in China as well? Mr Nike what is your comment on that?
1353,I too love dishwashers
1354,Never forget that for years the nba has put money into the WNBA just to keep it alive 
1355,You mean since inception.
1356,Great commercial
1357,I'd rather wear wooden planks on my feet than support this crap.
1358,I know that’s a lie lol
1359,why?
1360,Nike never give asian people credit for anything.
1361,"@# cooliki do some research before you speak. Because right now, you are in a place of pure ignorance"
1362,@Sleepy Who tf uses coloreds to describe black people in 2021?
1363,"@bo gard ""Black people"", they are so important to you that you abbreviate their race as if they are a product....how progressive of you."
1364,@# cooliki Nobody even watches the WNBA
1365,"@Interdimensional Fox who tf told you that? That's not what i call ""facts""."
1366,@Yasa is here Black women can't beat a 12 year old white boy. Facts.
1367,"@Sleepy that i agree on, black people are always used for marketting and its worse for the asian people making the products"
1368,"@Sleepy Good point, actually. The democrats are only digging colored people into a bigger hole that they can’t get out of so that they continue to vote for them for more free stuff."
1369,@bo gard wtf are you talking about? There are tons of black people in the NBA because a lot of black people like basketball
1370,"I mean money is their main motive, they’re doing this to seem politically correct."
1371,@Wardo Church Fan lmao you think the NBA just drafts anyone that's blk or they draft the best players in the world? I wonder why Luka Doncic got drafted then?
1372,I don’t understand how Asians can support the democrats at this point. Like liberals pretty much hate Asians just as much as they hate whites.
1373,"@Mason the fisherman Augustine why don't you leave and go back to wherever you're from? Blk ppl have been here since the beginning, the first person to die for America was a blk man, Crispus Attucks"
1374,"@# cooliki That is not true. I can tell you that black women ARE GREAT at sports that is why they DOMINATE! Do you know how hard they had to work just to get credit for doing 2 times what other white athletes did? They don't get free credit, and these are just facts!"
1375,@bo gard black people tons of praise. Just look at the NBA
1376,@bo gard then leave American if it’s so bad
1377,"They didn't give blacks credit for anything either, Until they started winning in the Olympics, and other elite level athletic sporting events."
1378,Because you're white.
1379,Even when they work tirelessly to make their shoes and shirts
1380,what do you plan on doing about it give representation to your own people fight for more diversity
1381,Because people from china are making those LeBron shoes getting payed 10 cents an hour
1382,Nike wants to empower black womenAlso Nike executives   
1383,"My oh my, it’s some bitter folks in these comments! Why don’t you all save that energy and quit being so petty. The ad was absolutely amazing and true!!!"
1384,I wonder how inspirational this is to the Uyghur woman?
1385,Man then Muslim women must be so proud
1386,"“Level the playing field for black women.”What, you mean like affirmative action?"
1387,Don’t black women already do a lot of sports? I don’t see any problem here besides the fact that this ad is creating a wider gap between races.You are LITERALLY showing people playing sports and having fun. Why do you have to bring history up??
1388,"Exactly.  ""People of color"" say all white people are racist the day they are born and we should feel guilty about our skin collor. Then they say black people cant be racist.  to defend themselves.  Joe biden is about to sign orders to pay blacks reparations from only the white americans pocket."
1389,"You might try something new. Like completing a sentence. We play FOR real. Yeah, it’s tricky."
1390,You guys still pay your workers in China Penny an hour?
1391,"@Scorpius Jones  it is, it so high in fact that I can see all the land can offer. Walmart just sells suicided prevention nets, Nike actively puts them around their factories in Asia because they pay them so little. Ill grant you neither is a good thing, but what you said isn't equivocal. Also, I don't shop at Wal-Mart"
1392,"@Mikey MGTOW I know but most products are, if it’s clothes, shoes, technology, etc its most likely made in China. Most items found at Walmart are from China. That’s where the U.S gets a lot of things so don’t only blame Nike, you can’t be the one talking if you buy the products as well."
1393,@KidKashi Not everything was made in China tard.
1394,"You still shop at Walmart, right? Nice high horse you got there."
1395,"Don't be silly, it's a penny a day."
1396,@Zeusthe_kingg Well I’m sure the some parts came from China too. But if not your device then something in your house is.
1397,The device you typed this on was made in the exact same way and from the exact same place. And I’m sure many other things you own do too.
1398,"This day and age, workers are lucky to not get harvested for slacking.Nike &quot;I'll allow you live and continue being my slave as payment from now on&quot;"
1399,This is why I buy Under Armour
1400,Yu actually wear dat!? 
1401,It needs to be leveled for them 
1402,i almost liked until i remembered the sweat shops with children.
1403,I actually watched a google commercial on my tv about women’s day and they were showing Sally Ride as the first woman in space but in reality Sally Ride was only the first American woman in space. The actual first woman in space was Soviet cosmonaut Valentina Tereshkova who flew to space 20 years before Sally Ride. That really made me confused about googles knowledge of history.
1404,“Level the playing field” by now allowing men to play against women. Murica.
1405,"EVERYBODY WALKING ON 2 FEET IS CONSIDERED MY BROTHER OR SISTER. Don’t let these companies divide us citizens apart. That’s what they’re trying to do. If you’re alive today, You’re worthy. Not because your skin tone, but because you are here, alive, and full of love, life, laughter, hate, sadness and anger. They can’t bring us down if we act as one."
1406,When corporations fund your “revolutionary” movement it’s not revolutionary.
1407,"If they weren’t so obsessed with past slavery, they might have to contend with present slavery. But they’d rather not, because this way they can pretend to be morally superior without ever actually doing *anything at all*."
1408,I wouldn’t be caught dead in anything Nike.
1409,You know by consistently trying to shove this crap down peoples throats... is just gonna make them reject it even more?
1410,The kids working at your sweatshops give you their blood sweat and tears too.
1411,Hypocritical and narcissistic SHOE company sells over priced low quality products
1412,Happy Irish-American History month!
1413,Y’all go I’m so proud of who I am even though I’m a black young men I understand that without women we wouldn’t be anything we’re dependent of eachother
1414,"Honestly, completely agree with the message, but I don't like how they want me to accept that a woman smashing a tennis racket into the ground can be acceptable. It is disrespectful to the game and both men and women suffer the same consequences for it."
1415,"&quot;It's not magic, it's organic&quot;*wears make up, eye lash stuff, hide realism, pretty much exist as not organic"
1416,Any of these woke sports is not for me my brain is based in reality not stupidity
1417,@Godwin Ejacha What’s up with left wingers and assuming we watch Fox News? Nobody watches that
1418,@Godwin Ejacha I have also lost hope in humanity because the phony news is trying to drive a wedge between whites and blacks.
1419,@Godwin Ejacha has nothing to do with being good at sports and everything about being out of step with the rest of the world and reality
1420, #iSERGthat #BlackGirlMagic is REAL
1421,@Stratejic #Periodt 
1422,“We can make something appear out of absolutely nothing” - exactly. “Racism.”
1423,30 seconds and my comment on Asian slavery was deleted.
1424,You already know Nike is the King of virtue signaling
1425,@Mike Smith yeah what they are doing is sick and they need help
1426,@J. O. Nike products are produced in dangerous environments under inhuman conditions. Mostly in Asian countries. Nike refuses to sign the Bangladesh Fire and Safety agreement.  NIKE should never be celebrated nor should any person who wears it's products.  Including these hypocritical women.
1427,"Mind me asking, why you would post something about Asian Slavery on a post celebrating Black Women?Admittedly, I didn't see your post but what does that topic have to do with this video? <a href=""http//www.youtube.com/results?search_query=%23genuinequestion"">#GenuineQuestion</a>"
1428,@Armed Disks Nike literally makes its shitty shoes in Africa as well but I guess you dont care..White people are majority the CEO's of these woke companies making these commercials and using this rhetoric but you're not going to talk about that.
1429,What a Shame YouTube...
1430,Sweatshop products
1431,You exploit people and then expect us to congratulate you?
1432,Never forget that those kids making your shoes in harsh sweat shops lives matter!
1433,If this is woke im going back to bed
1434,@Godwin Ejacha 1. No iPhone stop assuming 2. I didn't go out of way to attack Nike. They are the ones trying to convince us that they are somehow decent people (This is an ad remember)3. You believe them because your love of black people is more important than what negatives they might be doing to another group of people. Now you're projecting that here and making yourself look silly in the process.
1435,@Godwin Ejacha please don't actually do research on the company then. Wouldn't want to pop that little bubble.
1436,What do you mean by woke? I missed that part of the video tbh. I took it a whole different way I think
1437,"“Goodnight, girl, I’ll see you tomorrow”"
1438,Is there 1 good comment here? Give this a  if you still Nike needs to do more.
1439,You think shoes just make themselves? Nah baby.... you need a sweatshop for that
1440,Na this ain't no magic this is the real
1441,This must be real inspirational to those Chinese kids in the sweatshops that you run.
1442,Remember the days when we judged people based off their character and not their skin color? Those were pretty nice
1443,“Level the playing field” yet they show a biological man running against biological women. I can’t stop laughing. Caught this commercial lighting the bbq with charcoal all over my hands. I never watch commercials but this one I had to look up. Too funny
1444,"I've seen a trans man actively compete in women's sports because of people like you, you make no god damn sense."
1445,I watch many athletes going from collage to becoming millionaires over night only to be broke when its over.  How about setting up financial councling and money management  skills. Were not stupid. We see right through you.
1446,That one man on the track was blowing everybody away
1447,"For the Asian, middle eastern, hispanic,  white and all the other races that will never get recognized.  We love you too even when the media and society will say you don't matter."
1448,This video has more views than all of last seasons WNBA games combined.
1449,Biden just changed all that.
1450,@Embrace Masculinity Those were the days...
1451,God what an awful president. I miss Trump.
1452,You're right! Hahahahahahahaha! Nothing to see here. Move along...
1453,We play real? What kind of English is that?
1454,"@Interdimensional Fox Don't call them dumb, it’s insulting! ...to dumb people"
1455,@Interdimensional Fox no that’s literally how we talk it’s aave
1456,@Joe Blow um what?
1457,"@Mr. Nyce Guy careful talking about inbred.....youd be surprised America is the least inbred nation, and you don't want to know how bad 3rd world counties are."
1458,It’s not. Lol
1459,They think black women are dumb that's why.
1460,"Taken in a different context it fits better. If you say ""we 'play' real"" as in ""we pretend to be real"" it makes more sense and is more grammatically (and realistically) accurate."
1461,They are  thinking it's black womens English.  Insulting and condencending
1462,@grey. bruh what u spelled it wrong
1463,English that was approved by the Chinese communist party
1464,Ebinics. Low iq
1465,"April 25, 2021 - I never realized gymnast Simone Biles was signed with #Nike. Clearly she is NOT is this Nike ad or any Nike ad that I recall. It is no wonder Simone left Nike for the Gap brand #Athleta"
1466,“We play real” yeah real bad 
1467,@Bigg Facts probably because of the Chinese sweatshops but potato patato every company's doing it nowadays
1468,More successful than anyone you know
1469,What’s gross
1470,Yall are magic now really way to go america the real thing ha
1471,Yo @Nike whens the Nike 2022 gonna be in production?
1472,Why dont yall Acknowledge The men the same?
1473,@TETRA when did you get that?
1474,"and i say ""people of color"" because I was told I AM RACIST because I called someone black..."
