,Index,comments,location,dislikes,likes
1084,1084, that's what I was thinking this whole video lolllll,bangalore,9,53
1085,1085,"AirMax is a very 90s line. A shoe that represents this generation, the way the AirMax did the 90s, is the Yeezy. Nike needs to make something actually iconic, and not just an iteration. I can see the Joyride reaching that status maaaaybbee",delhi,62,49
1086,1086,kobenoyashi I think they may be trying to do that with the vapormax?,delhi,26,44
1087,1087,Satellite gadget show,bangalore,88,99
1088,1088,It ain’t Boost,chennai,90,5
1089,1089,"The various drama eventually polish because watchmaker multivariably trade amid a serious network. various, eminent vein",kolkata,13,95
1090,1090,This was cringe,kolkata,34,62
1091,1091,"Those are straight do doo water, let down.",kolkata,13,47
1092,1092,"The frantic voyage corroboratively stare because libra proximally name regarding a brown pharmacist. magical, tame snowman",bangalore,79,43
1093,1093,No one the Airmax is the greatest selling and most successful shoe line of all times Jordan’s cough laughs into a pile of money.,delhi,63,4
1094,1094,Jordans sell in America. Air max sells World wide.,chennai,16,18
1095,1095,"The elastic gray strikingly name because motion naturalistically deliver mid a giant spark. chief, quaint airship",mumbai,98,60
1096,1096,"If you're not a famous athlete, actor, artist this brand does not want you buying their products.",bangalore,55,66
1097,1097,see in the red shoe desig what goo take form all the trow up good disfrasment part to part and like of arrivall os the burbbles what thosen ready time last  yes the give the digital view.,kolkata,65,43
1098,1098,"The gifted glue hopefully surround because puffin ethnically alert in a distinct apartment. watery, foregoing roast",kolkata,50,6
1099,1099,It's just a fucking shoe,chennai,44,2
1100,1100,"@Amaya Well people hold significant value to a shoe like how you probably hold significant value to something in your life. There just very passionate about the thing they like so why do you have to criticize that. People might have nostalgia or it might be some type of accomplishment to get the shoe they finally wanted. People who like shoes just might want them because how it looks . People are going to have passion about things like food, art, clothing, anime, cars. It’s just a persons preference of what they like so why do you criticize what other people like . Also it’s advertisement so of course it’s going to over exaggerate things.",chennai,66,66
1101,1101,I know people are so stupid these days just made out of cloth and plastic,bangalore,36,4
1102,1102,"The cold relation probably wobble because candle socioeconomically exercise pace a colorful faucet. ossified, big waste",delhi,24,42
1103,1103,"The tremendous shoe revealingly rub because bugle proportionally shrug since a fearful fearless color. able, needless postage",mumbai,59,2
1104,1104,"The new architecture histologically serve because babies topologically fire but a gullible gusty norwegian. tenuous, agreeable caravan",kolkata,56,7
1105,1105,it's just a shoe guys,kolkata,51,79
1106,1106,Actually...it is a very ugly shoe line,bangalore,65,31
1107,1107,Janoski over Air Max hands down.,kolkata,60,21
1108,1108,Janoskis are made for skating lol air max are a lifestyle shoe,delhi,76,5
1109,1109,Yes level the playing field for Woman. It’s time to make sure Men Can dominate Woman’s sports,kolkata,17,16
1110,1110,@Ultron didn't know boy scouts was considered a sport. Thx for your input.,chennai,41,4
1111,1111,@alek madrid Matter of fact.. Idk why I even replied or jus tried to explain myself ! This is old & I'm bored w/ it sooo have a good rest of your day/life !!,chennai,60,90
1112,1112,"@alek madrid I have literally deleted zero posts..  Must've caught a glimpse of someone else's comment bc all I said initially was ""Bro wtfrick"" sooo ain't nobody back peddling mate .",delhi,5,11
1113,1113,@J A B must be that post you deleted...... back peddling  I see,delhi,5,25
1114,1114,@J A B they can try if they want but never make it to the elite level. They don’t have nearly as much testosterone and natural muscle.,chennai,13,62
1115,1115,"@Luke Whelan Nothing more, nothing less.. I didn't ask to be further educated about why men playing Female sports w/ women would dominate.",delhi,42,42
1116,1116,@Luke Whelan I mean I see wym.. But what I asked was could a woman who transitioned not play male sports ?,mumbai,53,93
1117,1117,@alek madrid I'm curious as to where you read tht I was implying that @ all..,chennai,63,2
1118,1118,@J A B no you don’t get it woman don’t compete at the same level as men so women playing with men won’t have as much success and men playing with woman will dominate,kolkata,15,31
1119,1119,@J A B lol just curious but what sports are you implying woman are better in? Bc I don't see any at a professional lvl anywhere,mumbai,80,87
1120,1120,"@Embrace Masculinity Has nothing to do w/ ""living in a bubble""..",delhi,90,1
1121,1121,@Embrace Masculinity It works both ways no? If a woman transitioned could they not do male sports or is tht not a thing?? Honestly asking.,delhi,86,82
1122,1122,@J A B Are you unaware that men can now pretend to be women? Or do you live in a bubble?,mumbai,95,33
1123,1123,Bro wtfrick??,kolkata,16,50
1124,1124,"Hell yeah. They want equality, we’ll give them equality",bangalore,48,93
1125,1125,Just a reminder to turn off this propaganda and ditch Nike. Stay based and red pilled folks. Never stop questioning.,delhi,15,41
1126,1126,@Scorpius Jones So what exactly did this have to do with trump. Still living rent free in y’all’s heads I see,chennai,95,73
1127,1127,@Scorpius Jones <- ignorance at its finest,chennai,57,55
1128,1128,Based Pepe.,kolkata,73,44
1129,1129,Trump lost lol. The red pills are so lost its hilarious ,mumbai,64,91
1130,1130,"@Lol Lol Ikr, can’t believe there are so many racists in the world!!!",kolkata,40,76
1131,1131,Delete this antisemitic comment at once!,bangalore,4,20
1132,1132,Don't question that's antisemitic. Consume.,bangalore,35,42
1133,1133,Make sure you pay close attention to all this racism in the world and certainly don’t focus on the people in control!,chennai,85,53
1134,1134,I want to see a black woman quarterback in the NFL. That will be entertaining.,chennai,35,6
1135,1135,“Honey you can’t pile drive me like that nuhuh”Fr tho she would die,bangalore,41,25
1136,1136,"Real talk though Colin only kneeled when he got benched Colin didn’t kneel the first time,  he actually sat on the bench He signed with Nike who is notorious for slavery",delhi,32,11
1137,1137,@Godwin Ejacha Do you need an ambulance for those hurt feelings cupcake?,bangalore,77,16
1138,1138,Colin is a means to an end.,chennai,35,9
1139,1139,Stop hating dusty crab.,delhi,38,75
1140,1140,@Mr. Nyce Guy to be fair this commercial itself is quite ignorant,mumbai,35,19
1141,1141,@lushin burl Kap is made all of his money off of being a social justice celebrity! Dudes a joke,delhi,88,86
1142,1142,He also kneeled while obama was President. 3 yrs before Trump won.,delhi,42,96
1143,1143,@Mr. Nyce Guy what do you mean? You people?,kolkata,62,80
1144,1144,@Dementia Joe smokes Newports what do you mean? You people?..,kolkata,92,33
1145,1145,@Mr. Nyce Guy watch it now mr. racist guy,bangalore,99,68
1146,1146,I can’t argue,mumbai,48,33
1147,1147,@Mr. Nyce Guy Patriotism isn't rocket science. It's a love of country. Clearly you don't. But next time try to stay away from the non-sequiturs okay? People might think you're not too bright.,mumbai,14,74
1148,1148,@Mr. Nyce Guy What is this imaginary “establishment” you people keep talking about?,delhi,87,92
1149,1149,@Mr. Nyce Guy Nobody is scared of people who kneel. That just confirms submission. Remedial-level symbology.,kolkata,52,95
1150,1150,He kneeled as a sign of submission because thats what kneeling is,kolkata,78,28
1151,1151,Right on,bangalore,43,35
1152,1152,Preach!!!,chennai,26,9
1153,1153,"You don’t pay real, you just hop on the trend real",mumbai,49,37
1154,1154,@Ms. Harris not to be rude but that was a disgusting comeback,chennai,86,17
1155,1155,@Ms. Harris “it makes our teeth white” that’s cool I guess that you are into that,mumbai,60,66
1156,1156,"Big mad and big jealous. Keep right on hating itch, it makes our teeth white.",mumbai,46,39
1157,1157,I need to know who is responsible for this.... I have a warm hug waiting for them.This is the representation we’ve asked for. Don’t stop here... Pay these women what they deserve.,delhi,7,83
1158,1158,This says a lot about our society,delhi,83,94
1159,1159,And what does it say?,chennai,98,35
1160,1160,And yet we live it one,bangalore,94,7
1161,1161,The same people who beg for protection every five minutes is also being pandered to by every Fortune 500 company in America.Something isn’t making sense here.,bangalore,90,66
1162,1162,@J. O. nice job putting words in people’s mouths. Typical SJW tactic,kolkata,4,45
1163,1163,Am I mistaken or is the base of your comment that Black Women don't deserve to be protected?,mumbai,3,77
1164,1164,@Mr. Nyce Guy facts but they'll learn the hard way in the end,mumbai,60,67
1165,1165,@Greg A Don't bring that Kool Aid to a grown man's party.,bangalore,51,7
1166,1166,Please explain to me more how the people who own those Fortune 500 companies are the ones facing “real” oppression.,bangalore,1,53
1167,1167,"Greg A they're still at it, Antifa/BLM has been marching on live TV the last 12 months. The ""neo Nazis"" are still at it as is...",chennai,23,7
1168,1168,Could be cops murdering unarmed people in the streets. Or the Neo Nazis who marched on live TV a few years back,chennai,93,49
1169,1169,I stopped buying this brand a while back.  Always nice to have affirmation of the right choice.,bangalore,45,26
1170,1170,You know what the saddest part is the reason companies make commercials like this is because they know that there are people who are going to fall for it.,mumbai,16,23
1171,1171,The comment section has restored my faith in humanity,chennai,3,27
1172,1172,More like incel comments,delhi,68,21
1173,1173,Yess people with common sense,delhi,83,4
1174,1174,It's like Coke telling people to be less white....a company founded by a Confederate soldier.,delhi,79,90
1175,1175,underrated comment,delhi,22,91
1176,1176,@Igotwect yes bro,delhi,63,60
1177,1177,People are waking up to the woke,chennai,5,66
1178,1178,Based comment section ,chennai,46,0
1179,1179,Imagine needing every corporation to shill that you’re special,mumbai,12,6
1180,1180,@fog doctors when black women give birth,bangalore,90,40
1181,1181,@via shaw lol.... if we gonna play that game let’s talk about the average amount of white people dying per day.,delhi,7,44
1182,1182,"@J A B blm is responsible for over 20 deaths during the george floyd riots, and that includes unarmed blacks",bangalore,32,1
1183,1183,"@Sleepy yeah and 75% of immigrants vote democrat. The only reason states turn blue is because blacks, Asians and hispanics flood cities like Chicago and Miami, and then voting districts are gerrymandered to help democrats.",delhi,75,68
1184,1184,"@dev george floyd, rayshard brooks, michael brown, mlk jr., and all the other alliterations had criminal records and were committing crimes when they got quickscoped by police. You smug stoggaf say that educated people are leftist, but you always leave out those facts.",delhi,91,70
1185,1185,@puwa. Exactly.,bangalore,99,19
1186,1186,@Fallen Ghost And what about all the strong Black leaders in History tht practiced peaceful protests & yet were still unjustly murdered? Mlk ring a bell? So many yrs of trying to do things the right way & still such little change..,delhi,39,7
1187,1187,"@Fallen Ghost Umm no that's where you're wrong.. So bc tht also happened you're going to just overlook those who peacefully protested, who were actually fighting to make a difference? No they shouldn't go unnoticed, but ppl are so quick to focus on the negative nowadays tht they forget the positive. Also as some already stated some ppl used tht as an opportunity to loot. However some who did the burning were INDEED BLM members, but ppl all grieve and express anger differently am I justifying what they did no, but to be suppressed & pushed against for yrs n after all this time to be right back @ what seems to be square 1... Tht was the straw tht broke the camel's back for some. Enough had been enough..",kolkata,57,15
1188,1188,"@cyberbutterfly K, but who's doing the killing?",kolkata,41,36
1189,1189,"@dev Okay, and when black people have a different view on this, what do you call it?",bangalore,19,99
1190,1190,"@Fallen Ghost yea i dont believe the people who did that were ""Blm"" they couldve been people using blm as an excuse to commit crimes",chennai,19,13
1191,1191,@dev white privilege doesn't exist and yeah good job naming 4 examples the evil media chose to highlight. You are ignorant to how many people die each day. I bet you think all this c o v stuff is real and I'm sure you wear a muzzle too.,mumbai,31,42
1192,1192,@dev who's getting murdered for that? Site your sources ,mumbai,20,31
1193,1193,@via shaw white people are killed and over 2x the rate. Sit down with your victim mentality.,delhi,27,85
1194,1194,"@J A B burning down innocent people’s businesses, including black owned businesses, attacking and beating people over a political difference, causing domestic terrorism yet have the audacity to call it peaceful?? BLm is a Marxist domestic terrorist organization that pretends to only care about lifelong criminals because of a skin color.",kolkata,15,85
1195,1195,"@dev Had overdosed on heroin, but he also had a criminal record over his lifetime. Doesn't mean he deserves to die, but his lifestyle choice led to his untimely death.  Also, those police that use such force are almost always from Democratic cities and states. Think about that for a little bit.",chennai,47,44
1196,1196,"@Fallen Ghost Don't try to take a positive movement and it turn into another sick, twisted narrative!",chennai,31,27
1197,1197,"@matthew price more white people are dying because there are more white people here in the U.S. Black folks are dying at a higher rate. We SHOULD be focused on fixing the problem, not fighting with each other.",kolkata,1,59
1198,1198,"@via shaw being murdered by your own yes. But you don’t care about that do you?? Only when it’s a white cop regardless of it was justified or not. BLM= Burn, Loot, Murder",kolkata,45,33
1199,1199,"@dev Minority? Give me a break, white men only make up 4% of the world's population. They are the minority, not you. Get over yourself.",chennai,85,63
1200,1200,"@bo gard hey, don't treat black women like a monolith. That's what the SJWs want.",delhi,1,68
1201,1201,"@Heaven Goebel because No Name stating the obvious is ""racism"" according to you lefty crazies.",mumbai,26,97
1202,1202,@via shaw your not stfu.,delhi,34,46
1203,1203,wow the racism really jumped out with this comment  no shame whatsoever,kolkata,79,25
1204,1204,@via shaw citation needed.,mumbai,91,98
1205,1205,"@dev Yeah, lots of racists marry people of a different race...good call.",kolkata,26,96
1206,1206,"@via shaw yeah, by other black people and planned parenthood.",delhi,83,89
1207,1207,"@agrendae it’s not about being equally, because no other race/gender combination has nationally coordinated advertising campaigns, educational courses, and media packages dedicated to telling them just how wonderful you are. When’s the last “White Men are Amazing!” campaign you’ve seen from Disney+?",kolkata,49,47
1208,1208,"@dev You've obviously never had to take into custody someone that was 6'6 230lbs w/ lethal dose(s) of m3th in his system. The cop who did it, his wife was of Asian descent...cry racism more.",kolkata,29,71
1209,1209,@Galaxy so are the majority of ppl in poor areas in Republican states yet they don't get killed?,mumbai,4,9
1210,1210,Based,delhi,19,47
1211,1211,@matthew price because y'all actually attack and kill cops,kolkata,19,52
1212,1212,@matthew price black women are killed at a higher rate then any other women,delhi,57,84
1213,1213,@via shaw you mean blacks? Yes by other blacks.,bangalore,41,33
1214,1214,"@dev you aren’t either, so shut up and quit the fake victimhood",delhi,14,46
1215,1215,"@PraiseTheAlmightyGod What we NEED is 4 ppl like you to be out of our judicial system, police forces, etc... until you finally open your eyes to the REAL issues n not the biased picture you wanna paint or narratives you wanna hear.. The only thing tht ppl NEED is equality which seems more like never as time goes on !",chennai,30,46
1216,1216,@PraiseTheAlmightyGod Bro why do you keep replying to my comments yet you said not to reply to yoooouu???!,bangalore,64,37
1217,1217,"@matthew price have you not payed attention at all in the last year to George Floyd, Brayla Stones, etc.? It’s pretty obvious  if you don’t get it your white privilege is clearly getting the best of you",delhi,52,55
1218,1218,It’s not about being “special”. It’s about being respected as equal.,kolkata,73,35
1219,1219,"@dev you’re not getting killed bc of any of those fam ,name one person who got killed bc of any of those.",delhi,14,54
1220,1220,@matthew price are y’all getting murdered because of your skin color/gender/sexuality? I don’t think so,delhi,6,97
1221,1221,@via shaw who is we? White people are dying at a higher rate than everyone else bc we make up most of America ,chennai,32,69
1222,1222,Not you ignoring the fact that we are constantly being murdered,delhi,13,46
1223,1223,"@J A B Yes, needing.",chennai,64,18
1224,1224,"Just play, don’t get played. don’t care which color you be, be nice and kind & teach your children well",delhi,33,36
1225,1225,That crystal dunn goal was awesome ,chennai,16,26
1226,1226,Woah! Great video Nike! I want to know more about how you make such great products! You must be a great company to work for!Perhaps I can tour a manufacturing facility? I'm sure your employees will also sing your praises!,mumbai,75,22
1227,1227,https//youtu.be/aMX5FEjJ1SM,mumbai,24,95
1228,1228,"@UnknownFor Whaaaat? How could such a progressive company exploit people like that, while simultaneously calling for social equity?! ",bangalore,80,76
1229,1229,"Yeah. They will. Its not like they're underpaid children making shoes for $1.25 an hour...(or per shoe, depends on what Chinese sweatshop they are working in...)",bangalore,80,12
1230,1230,How real are they going to be able to play when men are absolutely dominating every woman sport they compete in? Also pay those Chinese indentured servants in your Nike factories a living wage.,mumbai,89,54
1231,1231,"But.. men don't compete in women's sports. Well, of course, trans men compete in women's sports, cause people make zero sense.",mumbai,76,46
1232,1232,@Godwin Ejacha Stop spamming,delhi,59,49
1233,1233,"@cursorguy ""Retirement"" good luck with that. Retirement is puttering around your tiny home or assisted living facility on a few hundred dollars a month completely zonked on pain meds and dementia while Indian guys on the phone and sweepstakes companies scam you out of what little money you have left",delhi,42,63
1234,1234,@Interdimensional Fox lol ok I guess you never heard of retirement?,mumbai,41,55
1235,1235,Indentured servants got the property and money outright after 7 years of labor. I want to be one. America makes you work until you die.,kolkata,89,59
1236,1236,Preach!,delhi,81,97
1237,1237,I REALLY like this commercial. ,mumbai,84,92
1238,1238,The type of content I want to see! Let's play real Nike!!!,delhi,35,42
1239,1239,Victimhood is a powerful aphrodisiac.,bangalore,88,27
1240,1240,"Exactly.  ""People of color"" say all white people are racist the day they are born and we should feel guilty about our skin collor. Then they say black people cant be racist.  to defend themselves.  Joe biden is about to sign orders to pay blacks reparations from only the white americans pocket.",kolkata,90,49
1241,1241,That's one of the most blatantly racist things I've seen in a while.WOKEISBROKE!,kolkata,58,62
1242,1242,"“It’s okay consumer, we are not just a soulless, malicious brand, look at how progressive we’re being!”",mumbai,22,86
1243,1243,"Nike, i love that you’re all about empowering marginalized communities! How about you start by paying your Chinese sweatshop workers more than 1.00 USD a day! Your products take advantage of impoverished countries and their citizens in order to get cheap labor with no unionization. Your pseudo-virtue signaling is shallow and further explains why people are moving away from your products.",delhi,80,29
1244,1244,"At the prices they charge for mire  stitched cloth and leather, do you think they would be able to afford to pay them more than a dollar a day.",kolkata,84,37
1245,1245,Isn’t the league dominated by black Women or am I missing the point?,delhi,13,3
1246,1246,@Greg A Jesse Smolett should be their spokesperson.   Fit right in !!,mumbai,32,50
1247,1247,@Greg A it’s really nothing more than anti-logic,mumbai,22,30
1248,1248,"I think they meant socially. It’s Anti-racism, anti-misogynist",kolkata,26,46
1249,1249,Level the playing field give someone something for free. ,mumbai,93,96
1250,1250,Give a black womxn your laptop. Nike said that would help!,chennai,60,89
1251,1251,"""Just do it"" is a Chinese sweat shop slogan too",bangalore,22,56
1252,1252,"@Michael Munoz Okay, that really didn’t have much to do with what I said.",kolkata,8,17
1253,1253,@KidKashi i dont buy Nike's. End to your story,delhi,98,1
1254,1254,@Michael Munoz yes it is but if you are going to do all that then you can’t be out here criticizing Nike. Buy whatever you want but you can’t be buying these things and then complain about a company using the same labor that got you those items.,kolkata,18,56
1255,1255,@KidKashi you said in a earlier comment that im no better for supporting the industry.. When i buy shoes for a child who has no shoes is that immoral? When the homeless ask me for food i will give it to him. When some who doesn't have a coat and is cold outside wouldn't you give it to them? Do you think the ppl who have not ask where it is made? Who picked the food? Or why wasn't this made in America? Im good at only a few things but i will give my time and talents for free knowing that I store treasure in heaven. Not because i want treasure but because there is a God and He can change immorality to moral. Sickness to health.,kolkata,17,38
1256,1256,@Michael Munoz is that a quote or a metaphor for something?,kolkata,9,63
1257,1257,"@KidKashi i believe if someone has no shoes, give them a pair. If someone ask for food, give them food. If someone needs a coat, give them a coat. I challenge you to do the same.  You'll never know.. you might be entertaining angels.",delhi,29,79
1258,1258,@Michael Munoz yeah I hate when YT does that,kolkata,66,99
1259,1259,@KidKashi my real thoughts of nike utube erased three times. Im surprised that went threw. Lol,kolkata,47,47
1260,1260,"@Michael Munoz yep, so your supporting those industries, so don’t act like you’re helping by making fun of Nike when you aren’t doing any better.",delhi,11,55
1261,1261,@KidKashi if i had two cups connected with string in the middle.. It still would be made in another country,delhi,84,5
1262,1262,@KidKashi How do yoh kniw hes using an Ipod? Could be using one plus or something similar,kolkata,15,74
1263,1263,Your device that you typed this on was made in the exact same way,chennai,99,95
1264,1264,@No Name3 thats how my own family talks and my wife is black,bangalore,61,95
1265,1265,Average hating Hispancs,bangalore,11,55
1266,1266,Damn. I feel like an asshole laughing at your comment lol.,mumbai,81,17
1267,1267,Just do it or get disappeared ,chennai,58,31
1268,1268,Wow. Look at all that diversity.,delhi,67,26
1269,1269,Great commercial ,kolkata,2,68
1270,1270,Maybe people will watch the WNBA when men play in it.,mumbai,74,34
1271,1271,They're already playing now. Wait... You mean to tell me those were women the whole time????,kolkata,72,84
1272,1272,"I'm throwing away my Nike T-shirt now. Thanks, guys!",bangalore,80,35
1273,1273,Support a level playing field for black woman in sports by allowing men to compete in women’s sports.,delhi,49,60
1274,1274,Most people are rarely recognized for the hard work they put in. Victory!,delhi,24,13
1275,1275,I Love it! ,chennai,22,26
1276,1276,Nike we support human right Meanwhile kids in poor countries,delhi,93,11
1277,1277,"@Godwin Ejacha I agree with you.But they do these types of ads only to make them self’s look like a good company,but in reality they really don’t care about human right but just profit.",bangalore,47,64
1278,1278,@Godwin Ejacha Nike abuses poor kids in Work factories...,bangalore,4,19
1279,1279,“Get woke go broke”-anybody with an iq over 10,mumbai,38,55
1280,1280,Which is unfortunately only a minority of the population considering how they managed to get a geriatric patient in power.,kolkata,17,26
1281,1281,"It's easy to tell when someone directing a commercial like this says ""Just fill it with black people, not very many white people, that'll make us look good"" You're not doing it to recognize black athletes, you're doing it to win brownie points... No pun intended.",kolkata,46,71
1282,1282,How about stop making money off of child slavery?,delhi,79,53
1283,1283,@Godwin Ejacha They must not teach logic in Cameroon,bangalore,78,17
1284,1284,"@Godwin Ejacha And your recycled point is? I am not the one who is virtue signalling, do you comprehend the difference? Like if you say meat is murder, then eat meat, you're a hypocrite. If you don't say that and eat meat, you're not a hypocrite",kolkata,46,26
1285,1285,What do you mean child slavery ??????? I’m confused,chennai,97,86
1286,1286,@Anna meow How? I’m just pointing out the hypocrisies.,chennai,6,50
1287,1287,"@natashka1982 you literally said, “only an idiot would by a 80$ hoodie made by child labor”. Either way you still support those industries so you are virtue signaling as well.",delhi,34,10
1288,1288,"@KidKashi I'm not chastising others for buying Nike, I'm chastising Nike for virtue signalling",chennai,1,23
1289,1289,@natashka1982 but you’re literally out here complaining that Nike uses that type of labor saying you don’t but Nike when you’re no better than Nike because of the multiple items that you own that come from China. Don’t clown others for buying Nike when I’m sure you have devices that come from the same place.,mumbai,94,84
1290,1290,@KidKashi Again... I'm not preaching about equality like Nike does.,mumbai,43,88
1291,1291,"@natashka1982 Half the stuff you buy daily is from China, so don’t blame Nike when you yourself is supporting the slave labor.",kolkata,42,23
1292,1292,@Mikey MGTOW well I’m 99.9% sure something you own has.,mumbai,11,21
1293,1293,@Scorpius Jones I'm not the one virtue signalling about fairness and equality the way Nike does.,delhi,52,87
1294,1294,"You use a smart phone, right?",kolkata,56,96
1295,1295,"@Christy Louis You're assuming that everyone wears shitty sportswear. I have a Nike hoodie that I bought at Goodwill, so zero of my money goes to Chinese sweatshops. Only an idiot would spend $80 on a shirt made by children in slave camps.",chennai,84,40
1296,1296,But you’re still gonna wear Nike tho ,bangalore,81,30
1297,1297,"@Hama Brewer ohh okay I see. Are a large amount of ppl just now finding out about this? Bc this has gone on for the longest, so I’m surprised this is my first time seeing one of their ads spammed like this.",chennai,92,57
1298,1298,Was the device to you typed this on not made in the same place? In the exact same way?,mumbai,38,81
1299,1299,@Suryi Stewart because Nike acting like a moral advocate by making this video absolutely disgraced human rights and all morality by operating the sweatshops. It’s hypocritical.,mumbai,56,15
1300,1300,"I’m not trying to discredit anything, but what does that have to do with this video? And why was this video such a trigger for that response? That could’ve been put to better use elsewhere, like an actual campaign for the cause.",mumbai,95,18
1301,1301,@Commie clowns bruhhhh,kolkata,21,69
1302,1302,@ItzMari straight fax,kolkata,78,89
1303,1303,@Cooper Young fax,kolkata,69,30
1304,1304,They only care when it’s bout them,mumbai,73,92
1305,1305,Because slavery is only bad if it's done to black female American athletes.,mumbai,17,99
1306,1306,Reading the comments give me back my faith in humanity!!!...thank you everyone!!!,bangalore,65,78
1307,1307,One of the best commercial i ever seeen in my 30 years of living,mumbai,32,44
1308,1308,@Big Balls whose pitying black people what are you talking about,chennai,80,50
1309,1309,@chukieri ! Because Nike is synonymous with China who are currently operating concentration camps and committing human rights abuses as we speak.So F Nike and their products which are made by slaves and children.,chennai,36,22
1310,1310,@chukieri ! why not tf?,chennai,71,89
1311,1311,why?,delhi,32,24
1312,1312,"Make it level add trans men in it, that will make it level!",kolkata,47,86
1313,1313,@Godwin Ejacha They’ll care once they start losing their customers,mumbai,63,28
1314,1314,@Chill Okapi exactly this is insane!,delhi,86,72
1315,1315,Once fringe D 1 men start identifying as women.... that’ll be it for “woman’s” basketball,delhi,11,96
1316,1316,Enough already we the people are tired of this!!!!,chennai,2,94
1317,1317,@ryan k they are finally waking,chennai,81,9
1318,1318,Love this commercial.... Thank you Nike,bangalore,35,11
1319,1319,The playing field was always even. Some groups of people just trained harder than others.,delhi,28,66
1320,1320,We are a Nike Fam FOR SURE!!!!,delhi,72,79
1321,1321,Enough said!,chennai,75,71
1322,1322,I'M BEING OPPRESSED billion dollar companies give you all the attention and support you want,bangalore,84,64
1323,1323,@cyberbutterfly can’t win an argument? Just jump to “suPremaCist”,delhi,44,8
1324,1324,"@cyberbutterfly *You're a troll.Please stop putting literally into sentences when it doesn't belong there grammatically. As for your use of the word &quot;your&quot;, you used the incorrect spelling variation of it's accurate counterpart &quot;you're&quot;, as in &quot;You're a big idiot.&quot; or &quot;You're a low life stereotypical twitter user who has to get mad over anything because you haven't learned to mature despite your age reflecting the opposite, as if you're in a constant state of regression.&quot; Please refrain from any conversation until you have learned to correctly string a sentence together you dimwitted nincompoop.",delhi,83,17
1325,1325,@Lockstep Chris your literally a troll,bangalore,68,99
1326,1326,@Lockstep Chris OK supremacist,bangalore,86,17
1327,1327,"@J A B In this modern day and age, anyone can be anything as oppression is thrown around every sentence made by any individual. Are you assuming that I am not a woman or black? I am gender liquid. When frozen I am a male, but melted I am a female. As for black, my great, great, great, great, great, great ancestor was a form of black. I took a DNA test and found that I am 0.05% black. So I have the right to say what I can.",chennai,72,57
1328,1328,"@cyberbutterfly I couldn't help but notice how poor your grammar is. I can tell that you got so mad that you spelled ""your"" wrong in the context of the sentence you are using it it. The correct way to use it is ""you're"", as in ""you are.""",mumbai,45,68
1329,1329,@Tora Chan The comment is literally about blk ppl she has every right to be concerned by it..,delhi,48,18
1330,1330,@cyberbutterfly mad about what? The only thing I'm mad about is the fact the adult swim app won't let me view sealab 2021 for free unless I connect a cable plan to it.,bangalore,69,65
1331,1331,"@cyberbutterfly you’re the mad one, coming to a comment that doesn’t concern you",bangalore,66,75
1332,1332,Sounds like your mad asf,delhi,2,91
1333,1333,Looks like people are finally waking up to corporate wokeness.,chennai,94,89
1334,1334,https//youtu.be/8VQrJ7KriAQ,bangalore,28,0
1335,1335,Yes you do play like real wamen. Congrats .,delhi,23,47
1336,1336,"&quot;My finger is broken, I don't think I can finish my quota of making 500 pairs of shoes today.&quot;(Boss looks up, smiles and says)&quot;Just do it.&quot;",delhi,14,10
1337,1337,wowwwww so inspiring...,chennai,22,19
1338,1338,Based on what I just saw seems like most of the world is on your side.,mumbai,8,78
1339,1339,Is the field not level? Virtue signaling at its finest.,mumbai,87,20
1340,1340,So lack of diversity is good so long as it benefits a certain group.,delhi,50,80
1341,1341,@TETRA as he should,delhi,40,51
1342,1342,"Exactly.  ""People of color"" say all white people are racist the day they are born and we should feel guilty about our skin collor. Then they say black people cant be racist.  to defend themselves.  Joe biden is about to sign orders to pay blacks reparations from only the white americans pocket.",mumbai,66,27
1343,1343,Your products are made in literal sweatshops,kolkata,9,69
1344,1344,Minnie Riperton- “Les Fleurs” is the song,bangalore,52,46
1345,1345,"@Lars Frederiksen I appreciate the gratitude lol. Not that you need to hear the story, but, It was driving me nuts that I knew this song but didn’t know the title but knew I’d heard it somewhere. I scrolled through all these comments and couldn’t find anything, just a bunch of race based comments.Not that you need to know the story, but, long story short I finally found this app (Google assistant) where you hum the song. You say, “Hey Google” what’s this song. Then I hummed the melody and it showed up. From there, I read the comments of this song and found out where I’d heard it. It’s played at the end/outro of the movie “Us.”Then the last thing I did was post the title of the song because I’d be a dick if I didn’t help someone not drive themselves insane trying to find this song.",delhi,50,2
1346,1346,Thank you for your service. Had to look through a lot of unhappy comments to find this haha,chennai,8,81
1347,1347,So all men play fake? That's why you have to have your own league. It just facts.,kolkata,76,5
1348,1348,NIKE is so good I recommend it,delhi,66,81
1349,1349,I respekt wahmens. Please give me attention because I respekt all wahmens so much.,delhi,18,78
1350,1350,@TehUltimateSnake oops I must have-[redacted],bangalore,38,13
1351,1351,@UnknownFor Nike You’re not supposed to mention that,bangalore,89,40
1352,1352,umm sir do you respect genocidal maniacs in China as well? Mr Nike what is your comment on that?,mumbai,10,45
1353,1353,I too love dishwashers,mumbai,41,59
1354,1354,Never forget that for years the nba has put money into the WNBA just to keep it alive ,delhi,52,57
1355,1355,You mean since inception.,delhi,3,9
1356,1356,Great commercial,delhi,19,92
1357,1357,I'd rather wear wooden planks on my feet than support this crap.,delhi,25,3
1358,1358,I know that’s a lie lol,mumbai,79,33
